no_indicacao;autor;uo_sigla;ano;tipo_de_indicacao;objeto;funcao_descricao;municipio;nome_do_beneficiario;no_instrumento;valor_indicado;valor_utilizado;valor_empenhado;valor_pago;status
165782;DR. MAURICIO;SEGOV;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Permanente - Veículo Minivan (mínimo 7 lugares);ADMINISTRAÇÃO;EXTREMA;MUNICIPIO DE EXTREMA;1491000103/2025;125737,7;119450,7;119450,7;119450,7;Pago Total
158370;ALÊ PORTELA;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Permanente - Veículo Passeio (5 lugares);ADMINISTRAÇÃO;BELO HORIZONTE;ASSOCIACAO DOS SURDOS DE MINAS GERAIS - ASMG;1481000185/2025;75000,0;74210,47;74210,47;74210,47;Pago Total
166944;CHARLES SANTOS;SEJUSP;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Permanente - Veículo Passeio (5 lugares);SEGURANÇA PÚBLICA;ITUIUTABA;COMUNIDADE TERAPEUTICA UM NOVO CAMINHO;1451000459/2025;59789,92;59789,92;59789,92;59789,92;Pago Total
158682;ADRIANO ALVARENGA;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Consumo - Não há;ADMINISTRAÇÃO;JOAO MONLEVADE;LAR SAO JOSE DA SOC DE S VICENTE DE PAULO;1481000741/2025;150000,0;150000,0;150000,0;150000,0;Pago Total
167282;ULYSSES GOMES;SEAPA;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Permanente - Veículo Utilitário;AGRICULTURA;ITAMONTE;CENTRO COMUNITARIO RURAL DO CAMPO REDONDO;1231000224/2025;132763,0;132763,0;132763,0;132763,0;Pago Total
164498;GREGO DA FUNDAÇÃO;SEGOV;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Permanente - Veículo Passeio (5 lugares);ADMINISTRAÇÃO;MURIAE;COMVIDA - COMUNIDADE TERAPEUTICA FAZENDA VIDA NOVA;1491000098/2025;74210,47;74210,47;74210,47;74210,47;Pago Total
165122;BEATRIZ CERQUEIRA;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Permanente - Equipamentos para Cozinha Industrial;DIREITOS DA CIDADANIA;BELO HORIZONTE;COMUNIDADE SANTO ANTÔNIO;1481000704/2025;30000,0;29865,39;29865,39;29865,39;Pago Total
179396;IONE PINHEIRO;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;BELO HORIZONTE;REDE PAULO DE TARSO;010667/2025;180000,0;180000,0;180000,0;180000,0;Pago Total
161027;BLOCO MINAS EM FRENTE;SEE;2025;EXECUÇÃO DIRETA - CAIXA ESCOLAR;Projeto Pedagogico - Formatura ;EDUCAÇÃO;BELO HORIZONTE;EE ANTENOR PESSOA;;60000,0;0,0;0,0;0,0;Reprovado
163607;MARIO HENRIQUE CAIXA;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;VARGINHA;HOSPITAL REGIONAL DO SUL DE MINAS;010133/2025;220000,0;220000,0;220000,0;220000,0;Pago Total
163822;BLOCO AVANCA MINAS;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;ESPINOSA;MUNICIPIO DE ESPINOSA;0016/2025;271660,0;271660,0;271660,0;271660,0;Pago Total
158489;BETAO;SEE;2025;EXECUÇÃO DIRETA - CAIXA ESCOLAR;Equipamento e Mobiliário;EDUCAÇÃO;TIMOTEO;EE TENENTE JOSÉ LUCIANO;1055239;100000,0;100000,0;100000,0;100000,0;Pago Total
166036;TITO TORRES;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;SAO DOMINGOS DO PRATA;FUNDO MUNICIPAL DE SAUDE DE SAO DOMINGOS DO PRATA;010092/2025;350000,0;350000,0;350000,0;350000,0;Pago Total
160757;VITÓRIO JÚNIOR;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;SERVIÇOS - Contratação - Não há;ADMINISTRAÇÃO;JABOTICATUBAS;ASSOCIACAO DOS MORADORES DE SAO JOSE DO ALMEIDA;;65000,0;0,0;0,0;0,0;Reprovado
164963;ARLEN SANTIAGO;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;PIRAPORA;MUNICIPIO DE PIRAPORA;0016/2025;60000,0;60000,0;60000,0;60000,0;Pago Total
163110;CELINHO DO SINTTROCEL;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;IPATINGA;MUNICIPIO DE IPATINGA;0016/2025;200000,0;200000,0;200000,0;200000,0;Pago Total
167544;DUARTE BECHIR;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;PASSA QUATRO;MUNICIPIO DE PASSA QUATRO;0016/2025;300000,0;300000,0;300000,0;300000,0;Pago Total
164161;MARLI RIBEIRO;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Permanente - Não há;ADMINISTRAÇÃO;PATOS DE MINAS;ASSOCIAÇÃO BENEFICENTE EVANGÉLICA EM ASSISTÊNCIA SOCIAL;;100000,0;0,0;0,0;0,0;Reprovado
166247;RODRIGO LOPES;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;POUSO ALEGRE;CONSORCIO INTERMUNICIPAL DE SAUDE DOS MUNICIPIOS DA MICRO REGIAO DO MEDIO SAPUCAI - CISAMESP;010118/2025;250000,0;250000,0;250000,0;250000,0;Pago Total
169006;NORALDINO JUNIOR;SEMAD;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Permanente - Veículo Passeio (5 lugares);GESTÃO AMBIENTAL;JUIZ DE FORA;ASSOCIACAO PARCERIA JUIZ DE FORA;;100000,0;0,0;0,0;0,0;Reprovado
159862;CORONEL SANDRO;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;PESCADOR;MUNICIPIO DE PESCADOR;0016/2025;350000,0;350000,0;350000,0;350000,0;Pago Total
158226;MAURO TRAMONTE;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;CONTAGEM;MUNICIPIO DE CONTAGEM;0016/2025;1000000,0;1000000,0;1000000,0;1000000,0;Pago Total
165452;PROFESSOR WENDEL MESQUITA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;ANGELANDIA;MUNICIPIO DE ANGELANDIA;0016/2025;27000,0;27000,0;27000,0;27000,0;Pago Total
165178;PROFESSOR WENDEL MESQUITA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;TURMALINA;MUNICIPIO DE TURMALINA;0016/2025;63000,0;63000,0;63000,0;63000,0;Pago Total
167835;MARLI RIBEIRO;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;PARACATU;MUNICIPIO DE PARACATU;0016/2025;22000,0;22000,0;22000,0;22000,0;Pago Total
166981;DELEGADA SHEILA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;SANTO ANTONIO DO RETIRO;MUNICIPIO DE SANTO ANTONIO DO RETIRO;0016/2025;350000,0;350000,0;350000,0;350000,0;Pago Total
160762;BLOCO MINAS EM FRENTE;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;MEDINA;MUNICIPIO DE MEDINA;0016/2025;1000000,0;1000000,0;1000000,0;1000000,0;Pago Total
162867;JOÃO JÚNIOR;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;CATAS ALTAS DA NORUEGA;MUNICIPIO DE CATAS ALTAS DA NORUEGA;0016/2025;200000,0;200000,0;200000,0;200000,0;Pago Total
162567;BEATRIZ CERQUEIRA;SEE;2025;EXECUÇÃO DIRETA - CAIXA ESCOLAR;Equipamento e Mobiliário;EDUCAÇÃO;BELO HORIZONTE;EE CORAÇÃO EUCARÍSTICO;1055036;100000,0;100000,0;100000,0;100000,0;Pago Total
164312;BLOCO DEMOCRACIA E LUTA;UEMG;2025;EXECUÇÃO DIRETA;Custeio;EDUCAÇÃO;A SER DEFINIDO PELO ÓRGÃO;A SER DEFINIDO PELO ÓRGÃO;;430000,0;430000,0;414408,7;414408,7;Pago Total
164699;CRISTIANO SILVEIRA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;MEDINA;MUNICIPIO DE MEDINA;0016/2025;100000,0;100000,0;100000,0;100000,0;Pago Total
168426;DELEGADO CHRISTIANO XAVIER;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;LAGOA SANTA;FUNDO MUNICIPAL DE SAUDE DE LAGOA SANTA;010092/2025;280000,0;280000,0;280000,0;280000,0;Pago Total
159706;BLOCO AVANCA MINAS;SEE;2025;EXECUÇÃO DIRETA - CAIXA ESCOLAR;Manutenção e Conservação Predial;EDUCAÇÃO;JUIZ DE FORA;EE CLORINDO BURNIER;1054671;100000,0;100000,0;100000,0;100000,0;Pago Total
166132;LELECO PIMENTEL;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;BOM JESUS DO GALHO;MUNICIPIO DE BOM JESUS DO GALHO;0016/2025;70000,0;70000,0;70000,0;70000,0;Pago Total
161833;BLOCO DEMOCRACIA E LUTA;SEE;2025;EXECUÇÃO DIRETA - CAIXA ESCOLAR;Manutenção e Conservação Predial;EDUCAÇÃO;BELO HORIZONTE;EE CORAÇÃO EUCARÍSTICO;1054621;100000,0;100000,0;100000,0;100000,0;Pago Total
158017;ARNALDO SILVA;FES;2025;RESOLUÇÃO SES;Veículo de Transporte Sanitário ( Com Acessibilidade - 1 Cadeirante);SAÚDE;DELTA;FUNDO MUNICIPAL DE SAUDE;010042/2025;304800,0;304800,0;304800,0;304800,0;Pago Total
165745;ZÉ LAVIOLA;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;FRONTEIRA;FUNDO MUNICIPAL DE SAUDE;010092/2025;300000,0;300000,0;300000,0;300000,0;Pago Total
167517;GIL PEREIRA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;PINTOPOLIS;MUNICIPIO DE PINTOPOLIS;0016/2025;400000,0;400000,0;400000,0;400000,0;Pago Total
165643;RODRIGO LOPES;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;ANDRADAS;FUNDO MUNICIPAL DE SAUDE DE ANDRADAS;010092/2025;400000,0;400000,0;400000,0;400000,0;Pago Total
158114;ROBERTO ANDRADE;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;CAJURI;MUNICIPIO DE CAJURI;0016/2025;400000,0;400000,0;400000,0;400000,0;Pago Total
165085;GREGO DA FUNDAÇÃO;SEGOV;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Permanente - Não há;ADMINISTRAÇÃO;SIMONESIA;LAR DOS IDOSOS SAO VICENTE DE PAULO DE SIMONESIA;;100000,0;0,0;0,0;0,0;Reprovado
157491;ENES CÂNDIDO;FES;2025;RESOLUÇÃO SES;FES Ambulância Tipo A Simples Remoção - Furgoneta;SAÚDE;SANTA BARBARA DO LESTE;FUNDO MUNICIPAL DE SAUDE;010042/2025;268358,0;268358,0;268358,0;268358,0;Pago Total
168713;RAUL BELÉM;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;SANTA VITORIA;MUNICIPIO DE SANTA VITORIA;0016/2025;500000,0;500000,0;500000,0;500000,0;Pago Total
158501;BLOCO DEMOCRACIA E LUTA;SEE;2025;EXECUÇÃO DIRETA - CAIXA ESCOLAR;Equipamento e Mobiliário;EDUCAÇÃO;EWBANK DA CAMARA;EE ANTÔNIO MACEDO;;221660,0;0,0;0,0;0,0;Reprovado
165334;CAPOREZZO;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;PASSA QUATRO;FUNDO MUNICIPAL DE SAÚDE DE PASSA QUATRO;010122/2025;180000,0;180000,0;180000,0;180000,0;Pago Total
163057;CARLOS HENRIQUE;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Consumo - Gêneros Alimentícios;ADMINISTRAÇÃO;SABARA;CENTRO SOCIAL VEM COM A GENTE;1481000860/2025;250000,0;250000,0;250000,0;250000,0;Pago Total
166655;CHARLES SANTOS;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Permanente - Veículo Utilitário;DIREITOS DA CIDADANIA;BELO HORIZONTE;INSTITUTO DIREITO NA ESCOLA;1481000908/2025;124996,66;124996,66;124996,66;124996,66;Pago Total
163688;ANTONIO CARLOS ARANTES;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Consumo - Não há;ADMINISTRAÇÃO;PIUMHI;ASSOCIACAO DAS MULHERES DE PEITO;1481000406/2025;100000,0;100000,0;100000,0;100000,0;Pago Total
158176;BELLA GONÇALVES;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;SERVIÇOS - Contratação - Assessoramento para inclusão produtiva;TRABALHO;JENIPAPO DE MINAS;ASSOCIACAO TINGUI;1481000720/2025;225000,0;224932,8;224932,8;224932,8;Pago Total
164584;IONE PINHEIRO;SEGOV;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Permanente - Veículo Passeio (5 lugares);ADMINISTRAÇÃO;CONCEICAO DO RIO VERDE;LAR DO IDOSO SAO BENEDITO;1491000184/2025;74210,47;74210,47;74210,47;74210,47;Pago Total
168810;MAURO TRAMONTE;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;SERVIÇOS - Apoio - Não há;ADMINISTRAÇÃO;CONTAGEM;ASSOCIACAO BENEFICENTE DE AMPARO SOCIAL - ABAS;1481000439/2025;109789,92;109789,92;109789,92;109789,92;Pago Total
163112;LELECO PIMENTEL;SEAPA;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Permanente - Implementos Agrícolas;AGRICULTURA;DOM SILVERIO;MUNICIPIO DE DOM SILVERIO;1231000073/2025;120000,0;120000,0;120000,0;120000,0;Pago Total
159694;LUIZINHO;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Consumo - Não há;ADMINISTRAÇÃO;DIVISA NOVA;APAE DE DIVISA NOVA;1481000480/2025;100000,0;100000,0;100000,0;100000,0;Pago Total
164032;ANTONIO CARLOS ARANTES;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Consumo - Não há;DESPORTO E LAZER;SANTO ANTONIO DO MONTE;FLAMENGO ESPORTE CLUBE;1481000901/2025;100000,0;98240,0;98240,0;98240,0;Pago Total
165135;ANDREIA DE JESUS;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;SERVIÇOS - Apoio - Entidade Social;ADMINISTRAÇÃO;TEOFILO OTONI;INSTITUTO PARA O DESENVOLVIMENTO SUSTENTAVEL - IDES;1481000698/2025;30000,0;30000,0;30000,0;30000,0;Pago Total
167057;RICARDO CAMPOS;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;SERVIÇOS - Apoio - Entidade Social;ADMINISTRAÇÃO;BELO HORIZONTE;ASSOCIACAO DOS AMIGOS E USUARIOS DE MEDICAMENTOS EXCEPCIONAIS - ASSAUMEX;1481000812/2025;100000,0;100000,0;100000,0;100000,0;Pago Total
163072;BLOCO DEMOCRACIA E LUTA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;ESPERA FELIZ;MUNICIPIO DE ESPERA FELIZ;0016/2025;550000,0;550000,0;550000,0;550000,0;Pago Total
167614;NORALDINO JUNIOR;SEMAD;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Permanente - Veículo Adaptado Passeio (5 lugares);GESTÃO AMBIENTAL;UNAI;ASSOCIACAO DOS PROTETORES UNIDOS PELOS ANIMAIS - APUPA;;20000,0;0,0;0,0;0,0;Reprovado
165179;DOUTOR PAULO;FES;2025;RESOLUÇÃO SES;Equipamentos e Materiais Permanentes;SAÚDE;CARVALHOPOLIS;FUNDO MUNICIPAL DE SAUDE;010098/2025;180000,0;180000,0;180000,0;180000,0;Pago Total
160412;BLOCO DEMOCRACIA E LUTA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;CORONEL MURTA;MUNICIPIO DE CORONEL MURTA;0016/2025;33000,0;33000,0;33000,0;33000,0;Pago Total
158943;VITÓRIO JÚNIOR;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;BELO HORIZONTE;ASSOCIACAO MARIO PENNA;010064/2025;200000,0;200000,0;200000,0;200000,0;Pago Total
158492;BETAO;SEE;2025;EXECUÇÃO DIRETA - CAIXA ESCOLAR;Manutenção e Conservação Predial;EDUCAÇÃO;JUIZ DE FORA;EE MARIA DE MAGALHÃES PINTO;1054672;100000,0;100000,0;100000,0;100000,0;Pago Total
168514;ELISMAR PRADO;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;ITUIUTABA;FUNDO MUNICIPAL DE SAUDE - FMS;010092/2025;1100000,0;1100000,0;1100000,0;1100000,0;Pago Total
161752;LUCAS LASMAR;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Permanente - Não há;ADMINISTRAÇÃO;CURVELO;ASILO DA VELHICE DESAMPARADA DE CURVELO;1481000603/2025;100000,0;100000,0;100000,0;100000,0;Pago Total
161921;ANDREIA DE JESUS;SEAPA;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Permanente - Caminhão;AGRICULTURA;OURO VERDE DE MINAS;IRMANDADE DOS QUILOMBOLAS AFROS DESCENDENTES DO QUILOMBO SANTA CRUZ;1231000505/2025;258300,0;258300,0;258300,0;258300,0;Pago Total
164668;LOHANNA;SECULT;2025;CELEBRAÇÃO DE CONVÊNIO;SERVIÇOS - Apoio - PROJETOS CULTURAIS E TURISTICOS DE INTERESSE PÚBLICO;CULTURA;POMPEU;ASSOCIACAO UNIR;;100000,0;0,0;0,0;0,0;Reprovado
164878;NORALDINO JUNIOR;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;RIO NOVO;MUNICIPIO DE RIO NOVO;0016/2025;95000,0;95000,0;95000,0;95000,0;Pago Total
158946;VITÓRIO JÚNIOR;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;BELO HORIZONTE;REDE PAULO DE TARSO;010064/2025;400000,0;400000,0;400000,0;400000,0;Pago Total
163084;BRUNO ENGLER;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;VARGINHA;MUNICIPIO DE VARGINHA;0016/2025;400000,0;400000,0;400000,0;400000,0;Pago Total
163598;MARIO HENRIQUE CAIXA;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;BELO HORIZONTE;ASSOCIACAO EVANGELICA BENEFICENTE DE MINAS GERAIS;010091/2025;230000,0;230000,0;230000,0;230000,0;Pago Total
165621;ULYSSES GOMES;FES;2025;RESOLUÇÃO SES;FES Ambulância Tipo A Simples Remoção - Furgoneta;SAÚDE;BRASOPOLIS;FUNDO MUNICIPAL DE SAUDE;010096/2025;268358,0;268358,0;268358,0;268358,0;Pago Total
163669;PROFESSOR WENDEL MESQUITA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;ALVINOPOLIS;MUNICIPIO DE ALVINOPOLIS;0016/2025;60000,0;60000,0;60000,0;60000,0;Pago Total
161424;MARIA CLARA MARRA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;CAMPO FLORIDO;MUNICIPIO DE CAMPO FLORIDO;0016/2025;100000,0;100000,0;100000,0;100000,0;Pago Total
161536;BLOCO DEMOCRACIA E LUTA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;CARAI;MUNICIPIO DE CARAI;0016/2025;300000,0;300000,0;300000,0;300000,0;Pago Total
166161;RODRIGO LOPES;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;MACHADO;IRMANDADE DA SANTA CASA DE CARIDADE DE MACHADO;010255/2025;200000,0;200000,0;200000,0;200000,0;Pago Total
161436;ALENCAR DA SILVEIRA JR.;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;MACHADO;MUNICIPIO DE MACHADO;0016/2025;80000,0;80000,0;80000,0;80000,0;Pago Total
163830;BLOCO AVANCA MINAS;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;SAO JOAO DO PACUI;MUNICIPIO DE SAO JOAO DO PACUI;0016/2025;250000,0;250000,0;250000,0;250000,0;Pago Total
159531;RICARDO CAMPOS;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;ITABIRINHA;FUNDO MUNICIPAL DE SAUDE DE ITABIRINHA;010049/2025;1250000,0;1250000,0;1250000,0;1250000,0;Pago Total
167641;DOUTOR JEAN FREIRE;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;FELISBURGO;MUNICIPIO DE FELISBURGO;0016/2025;500000,0;500000,0;500000,0;500000,0;Pago Total
158325;BLOCO MINAS EM FRENTE;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;LUISBURGO;MUNICIPIO DE LUISBURGO;0016/2025;500000,0;500000,0;500000,0;500000,0;Pago Total
159505;ADRIANO ALVARENGA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;BARRA LONGA;MUNICIPIO DE BARRA LONGA;0016/2025;150000,0;150000,0;150000,0;150000,0;Pago Total
164562;CHARLES SANTOS;EMATER;2025;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;Patrulha Mecanizada Agrícola;AGRICULTURA;COMERCINHO;ASSOCIAÇÃO DOS TRABALHADORES URBANOS E RURAIS DE COMERCINHO;;260000,0;260000,0;208775,0;208775,0;Pago Total
167141;BOSCO;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;BRASILIA DE MINAS;MUNICIPIO DE BRASILIA DE MINAS;0016/2025;200000,0;200000,0;200000,0;200000,0;Pago Total
163884;BLOCO AVANCA MINAS;SEE;2025;EXECUÇÃO DIRETA - CAIXA ESCOLAR;Equipamento e Mobiliário;EDUCAÇÃO;MONTES CLAROS;CONSERVATÓRIO ESTADUAL MÚSICA LORENZO FERNANDEZ;1055290;100000,0;100000,0;100000,0;100000,0;Pago Total
164299;GREGO DA FUNDAÇÃO;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;CATAGUASES;MUNICIPIO DE CATAGUASES;0016/2025;30000,0;30000,0;30000,0;30000,0;Pago Total
162573;BEATRIZ CERQUEIRA;SEE;2025;EXECUÇÃO DIRETA - CAIXA ESCOLAR;Equipamento e Mobiliário;EDUCAÇÃO;TIMOTEO;EE PROFESSORA ANA LETRO STAACKS;1055312;100000,0;100000,0;100000,0;100000,0;Pago Total
161669;VITÓRIO JÚNIOR;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;RIBEIRAO DAS NEVES;MUNICIPIO DE RIBEIRAO DAS NEVES;0016/2025;569999,6;569999,6;569999,6;569999,6;Pago Total
179792;CORONEL SANDRO;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;CHALE;MUNICIPIO DE CHALE;0041/2025;12722,92;12722,92;12722,92;12722,92;Pago Total
168009;BETINHO PINTO COELHO;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;LEOPOLDINA;MUNICIPIO DE LEOPOLDINA;0016/2025;500000,0;500000,0;500000,0;500000,0;Pago Total
159551;BLOCO MINAS EM FRENTE;FES;2025;RESOLUÇÃO SES;Mesa Cirúrgica Elétrica;SAÚDE;RECREIO;HOSPITAL SAO SEBASTIAO DE RECREIO;010161/2025;94450,0;94450,0;94450,0;94450,0;Pago Total
160949;BLOCO MINAS EM FRENTE;PCMG;2025;EXECUÇÃO DIRETA;Bem Permanente;SEGURANÇA PÚBLICA;JUIZ DE FORA;01ª Delegacia Regional de Polícia Civil - Juiz de Fora;;58200,0;58200,0;58163,12;46049,0;Pago Parcial
161413;ANDREIA DE JESUS;EMATER;2025;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;Kit irrigação por microaspersão;AGRICULTURA;JANUARIA;ASSOCIACAO QUILOMBOLA, PESQUEIRA E VAZANTEIRA FAMILIA LIDIA BATISTA- AQPVFLB.;;20000,0;20000,0;20000,0;20000,0;Pago Total
161646;ARLEN SANTIAGO;FES;2025;RESOLUÇÃO SES;Veículo Passeio (5 lugares);SAÚDE;PAI PEDRO;FUNDO MUNICIPAL DE SAUDE;010088/2025;167906,0;167906,0;167906,0;167906,0;Pago Total
165591;DOUTOR JEAN FREIRE;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Permanente - Mobiliário e Equipamento;ADMINISTRAÇÃO;MONTE CARMELO;PEQUENAS COMUNIDADES DE NOSSA SENHORA DO CARMO;1481002174/2025;100000,0;100000,0;100000,0;100000,0;Pago Total
166513;BETAO;SECULT;2025;CELEBRAÇÃO DE CONVÊNIO;SERVIÇOS - Apoio - Não há;CULTURA;SANTA LUZIA;COMUNIDADE KOLPING DE SAO BENEDITO;1271000268/2025;100000,0;100000,0;100000,0;100000,0;Pago Total
178760;DUARTE BECHIR;SECULT;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Permanente - Instrumentos Musicais;CULTURA;CAMPO BELO;CORPORACAO MUSICAL SANTA CECILIA;1271001437/2025;88000,0;88000,0;88000,0;88000,0;Pago Total
179198;ANA PAULA SIQUEIRA;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Consumo - Não há;ADMINISTRAÇÃO;GUARANESIA;CONFERENCIA SAO VICENTE DE PAULO;1481002157/2025;80000,0;80000,0;80000,0;80000,0;Pago Total
179950;MARQUINHO LEMOS;SEGOV;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Permanente - Veículo Utilitário;ADMINISTRAÇÃO;CONTAGEM;CENTRO SOCIAL DO RIACHO;1491001753/2025;100000,0;97828,43;97828,43;97828,43;Pago Total
159486;ADRIANO ALVARENGA;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Consumo - Não há;DESPORTO E LAZER;ITABIRA;ASSOCIACAO DOS CORREDORES DE RUA DE ITABIRA;1481000713/2025;150000,0;150000,0;150000,0;150000,0;Pago Total
